zero_index,gamma
462,762.700033249689
463,763.593066172838
464,764.30752272418
465,766.087540099836
466,767.218472155539
467,768.281461806509
468,769.693407252624
469,771.070839313678
470,772.961617565757
471,774.11774462794
472,775.047847096583
473,775.999711963171
474,777.299748529593
475,779.157076949189
476,780.348925004182
477,782.137664390812
478,782.597943946074
479,784.288822612466
480,785.739089700713
481,786.461147450506
482,787.46846381591
483,790.05909236412
484,790.831620467921
485,792.427707608604
486,792.888652562621
487,794.483791869893
488,795.606596156162
489,797.263470038036
490,798.707570166296
491,799.654336210898
492,801.604246462982
493,802.541984878418
494,803.24309620427
495,804.762239112662
496,805.861635667095
497,808.151814935994
498,809.197783363301
499,810.081804886406
500,811.184358846506
501,812.771108389109
502,814.045913607511
503,814.870539625873
504,816.727737714394
505,818.380668866362
506,819.204642170824
507,820.721898443869
508,821.713454133379
509,822.197757493404
510,824.52629387163
511,826.039287376576
512,826.905810954081
513,828.34017430049
514,829.437010968309
515,830.895884053317
516,831.799777659071
517,833.003640909154
518,834.651915147826
519,836.693576187592
520,837.347335059532
521,838.249021992732
522,839.465394810283
523,841.036389829014
524,842.041354206526
525,844.166196607351
526,844.805993975763
527,846.194769927694
528,847.971717639511
529,848.489281180943
530,849.862274348698
531,850.645448466004
532,853.163112583389
533,854.095511719869
534,855.286710244405
535,856.484117490792
536,857.310740602604
537,858.904026466476
538,860.410670896014
539,861.171098212715
540,863.189719771909
541,864.340823930069
542,865.594664326515
543,866.423739904041
544,867.693122611786
545,868.670494229132
546,870.846902325754
547,872.188750821613
548,873.098978971282
549,873.908389235338
550,875.985285108781
551,876.600825833025
552,877.654698341033
553,879.380951969791
554,880.834648847938
555,882.386696627196
556,883.430331838701
557,884.198743114595
558,885.272304479617
559,886.852801962916
560,888.475566673817
561,889.735294294091
562,890.813132112528
563,892.386433260156
564,893.119117567294
565,894.886292320868
566,895.397919674783
567,896.632251556203
568,899.221522668383
569,899.858884607937
570,900.849739860521
571,902.243207586752
572,903.09967444263
573,904.702902722281
574,905.829940758222
575,907.656729468967
576,908.333543645061
577,910.18633405718
578,911.234951485956
579,912.331045600036
580,912.823999246743
581,914.730096958376
582,916.355000808643
583,917.825377570427
584,918.836535243529
585,919.448344439683
586,921.156395507155
587,922.500629306637
588,923.285719802424
589,924.773483933477
590,926.551552784603
591,927.850858985754
592,928.663659328935
593,929.874092850648
594,931.009211336628
595,931.852740745519
596,934.385306837259
597,934.995424863847
598,936.228649379283
599,937.53292571197
600,939.024300899218
601,939.660940614527
602,941.156999642043
603,942.052341643375
604,944.188035809573
605,945.333562503046
606,946.765842204728
607,947.079183096255
608,948.346646255045
609,950.151612684644
610,951.033248733823
611,952.727988619851
612,954.129719269551
613,954.829308938217
614,956.67547934329
615,957.510052596424
616,958.414593390136
617,959.459168807068
618,961.669572474193
619,963.182086671311
620,963.567040191612
621,965.055579623751
622,966.11075481841
623,967.371153766263
624,968.636301906087
625,970.125610556943
626,971.071491486386
627,973.185361294301
628,973.873078992653
629,974.774635065837
630,976.17850242059
631,976.917202117051
632,978.766671535113
633,980.578000639774
634,981.288615301759
635,982.396485168779
636,983.575076006429
637,985.186928655774
638,986.130515110186
639,986.756008407655
640,988.992622370659
641,990.223917804028
642,991.374294147762
643,992.728696336733
644,993.214580957443
645,994.404590571095
646,996.205336164298
647,997.511934751942
648,998.82754713693
649,999.791571557413
650,1001.349482637783
651,1002.404305488392
652,1003.267808179453
653,1004.675044121173
654,1005.543420304379
655,1008.006704307064
656,1008.795709900742
657,1009.806590746964
658,1010.569757011061
659,1012.410042515762
660,1013.058638098409
661,1014.68963262237
662,1016.060178942647
663,1017.266402364356
664,1018.60557251862
665,1019.912439743944
666,1020.917475017264
667,1021.544344499905
668,1022.885270911716
669,1025.265724197728
670,1025.707944371463
671,1027.467693515588
672,1028.128964255498
673,1029.227297443962
674,1030.897368790596
675,1031.83318029741
676,1032.81288303516
677,1034.612915529521
678,1036.195917358055
679,1037.024707646282
680,1038.087752240619
681,1039.077401436896
682,1040.264037937696
683,1041.621528014542
684,1043.623954349621
685,1044.514975829079
686,1045.107042352978
687,1047.089817484295
688,1047.987147489602
689,1048.953785194686
690,1049.99628425659
691,1051.576571843205
692,1053.245785158387
693,1054.78103947828
694,1055.002146475686
695,1056.688847363828
696,1057.100043659618
697,1059.133769106897
698,1060.139518561608
699,1061.501304465068
700,1062.915381507881
701,1064.071551071719
702,1065.121855106293
703,1066.463223469243
704,1067.418860120965
705,1067.990000079043
706,1070.535041996829
707,1071.618623215088
708,1072.543998011121
709,1073.570353165094
710,1074.747771044311
711,1076.266625594178
712,1076.924056065754
713,1078.647198480956
714,1079.809965429259
715,1081.171002343468
716,1082.952749723072
717,1083.295466514086
718,1084.18326431043
719,1085.647831208639
720,1086.911998989825
721,1088.755724674809
722,1089.795337924075
723,1090.863191026249
724,1091.728472966934
725,1093.440873272368
726,1094.284457523752
727,1095.433084758661
728,1096.401917794745
729,1098.84101546665
730,1099.360667178572
731,1100.574460622462
732,1101.839111168756
733,1102.551779899918
734,1103.732297174547
735,1105.617188830762
736,1106.774371675833
737,1107.774531955011
738,1109.158918856768
739,1110.444142993616
740,1111.4435047649
741,1112.432995408078
742,1113.397595114802
743,1115.065359461567
744,1116.787253881215
745,1117.965919669197
746,1118.684134861019
747,1119.473247426179
748,1121.155937675811
749,1122.458621356881
750,1123.101117387809
751,1125.314729397846
752,1125.76344242925
753,1127.658023527215
754,1128.430224613893
755,1129.728996777066
756,1130.391597896232
757,1131.495085561917
758,1133.708625669456
759,1134.885654591535
760,1135.562213975477
761,1136.92929348097
762,1138.151589779806
763,1138.992341820494
764,1140.721848171903
765,1141.261022964137
766,1142.858659607857
767,1144.782299518628
768,1145.485327517117
769,1146.576814924867
770,1147.501776523319
771,1148.615277208834
772,1149.982601028107
773,1151.562814723673
774,1152.94312853059
775,1153.890303716271
776,1154.697519535383
777,1156.621567833873
778,1157.432314575611
779,1158.001609027295
780,1159.480657019022
781,1161.396644634378
782,1162.487528602009
783,1163.701031682779
784,1164.73758635123
785,1165.271227706458
786,1166.943613409529
787,1168.086271610139
788,1169.698356884885
789,1170.463638578284
790,1172.120681865696
791,1173.305687764048
792,1174.232766856456
793,1175.215452395951
794,1176.632875809789
795,1177.106304421656
796,1179.701223501934
797,1180.653543787085
798,1181.26731815168
799,1182.58227034692
800,1183.712775295974
801,1185.155842847468
802,1185.875358695357
803,1187.345161493267
804,1188.856444298229
805,1189.963636497919
806,1191.482605926413
807,1192.218611478102
808,1193.324021427455
809,1193.857427135437
810,1196.034671748671
811,1197.07178665882
812,1198.686569104631
813,1199.356513707894
814,1200.53269203122
815,1201.810334856606
816,1203.137350861424
817,1203.855247594097
818,1204.985492171466
819,1206.870499793853
820,1208.471459949531
821,1208.989484167939
822,1209.898030087546
823,1211.416115892798
824,1212.113153066319
825,1213.598372680368
826,1215.389975065046
827,1216.183722033469
828,1217.174482497739
829,1219.050028177404
830,1219.614471310859
831,1220.816347690978
832,1221.692242483144
833,1222.952484095108
834,1225.018330024168
835,1225.855020760793
836,1227.231827641491
837,1227.9171416144
838,1228.793154362981
839,1230.584603154249
840,1231.562273877645
841,1232.529587040598
842,1234.277816653432
843,1235.502548526521
844,1236.399017465779
845,1237.977298513581
846,1238.457232795662
847,1239.490807146796
848,1240.813471785216
849,1243.078076398021
850,1243.538146526112
851,1244.851433966984
852,1245.655866188148
853,1247.372561969856
854,1248.063061053208
855,1249.159887953
856,1250.672397275679
857,1251.659832004269
858,1253.673577852107
859,1254.431328421775
860,1255.408230645291
861,1256.181214198461
862,1257.541219412644
863,1258.779233488595
864,1260.344548316185
865,1261.61171716148
866,1262.556614000356
867,1263.676732843862
868,1264.957223007
869,1266.179037760562
870,1267.200345611846
871,1267.57057177944
872,1270.118921886492
873,1271.13429963161
874,1272.083959599332
875,1273.261144633456
876,1274.196220889481
877,1275.09203031584
878,1276.84217155557
879,1277.763091986346
880,1279.332843316708
881,1280.155794409023
882,1281.8287269597
883,1283.000491386703
884,1283.335032138879
885,1284.854795154622
886,1285.695023331139
887,1287.410026617075
888,1289.165351532773
889,1290.104771519807
890,1290.417708073043
891,1291.945870968083
892,1293.493981557417
893,1294.118474377848
894,1295.365363505356
895,1296.80111099235
896,1298.256527067889
897,1299.405171250744
898,1300.490018982448
899,1301.495516680575
900,1302.346742379248
901,1303.273200228796
902,1305.401672188005
903,1306.50839331297
904,1307.267242107804
905,1308.988196517643
906,1309.421532493256
907,1311.056570511112
908,1311.966940608049
909,1313.03159936902
910,1314.052565651723
911,1316.212112602854
912,1317.07298603483
913,1318.171279132165
914,1318.947880596567
915,1319.931082877536
916,1321.628138551913
917,1322.258067123391
918,1324.224978718841
919,1325.237624358984
920,1325.981969630446
921,1327.635281108457
922,1329.043517996518
923,1329.205018785485
924,1330.429937120459
925,1331.827591385285
926,1333.673522610285
927,1334.74732905169
928,1335.694974526002
929,1336.690184653386
930,1337.68879180967
931,1338.92316459867
932,1340.4264004573
933,1341.166272252926
934,1342.608507883777
935,1344.156044003593
936,1345.477106261399
937,1345.731413255415
938,1347.519471750897
939,1348.017238018737
940,1349.085194014048
941,1351.296206374097
942,1352.210465159175
943,1353.483338358265
944,1353.886781971696
945,1355.680595320638
946,1356.605655709808
947,1357.77174282858
948,1358.460160399159
949,1360.393144762191
950,1361.39307471364
951,1363.022328603281
952,1363.879190797135
953,1364.576584896756
954,1365.493733551295
955,1367.104090970008
956,1368.330193307986
957,1369.68694907734
958,1370.973522767784
959,1371.686553552829
960,1373.202914562373
961,1374.154798658643
962,1375.302392344751
963,1376.161779993621
964,1377.177633642105
965,1379.683283028613
966,1380.148578441692
967,1381.073977149206
968,1382.345662978474
969,1383.297591007947
970,1384.44441584776
971,1385.663777011193
972,1387.32664766349
973,1387.921454127113
974,1389.565831798394
975,1390.705490286428
976,1391.85320044327
977,1392.644027788549
978,1393.433401740794
979,1394.88418467568
980,1396.544163123682
981,1397.834623321387
982,1398.837675201386
983,1399.839472941206
984,1400.426946297395
985,1402.564347250066
986,1402.973747640919
987,1404.006292170523
988,1405.666975059247
989,1407.085142776436
990,1408.13630749619
991,1409.320681079839
992,1410.024810725802
993,1411.257056815706
994,1411.965653461773
995,1413.843148788569
996,1415.585784795495
997,1415.781581303284
998,1417.102822933823
999,1418.696963852453
1000,1419.422480945996
1001,1420.416526323754
1002,1421.850567187049
1003,1422.461310987507
1004,1424.463045669579
1005,1425.873469244997
1006,1426.645979682121
1007,1427.365671109426
1008,1428.592305875978
1009,1429.650477276191
1010,1431.218313672752
1011,1432.049740893313
1012,1433.821940737066
1013,1434.58494216826
1014,1435.692907383419
1015,1437.226721623801
1016,1438.006284841722
1017,1438.949552746883
1018,1439.622793078164
1019,1441.960987504862
1020,1442.911059580897
1021,1444.041930706367
1022,1445.072278459201
1023,1445.83008477971
1024,1447.226227099976
1025,1448.323853515726
1026,1449.488771280731
1027,1450.773561858296
1028,1451.835297999392
1029,1453.737596757102
1030,1454.226011260227
1031,1455.31209123982
1032,1456.167797608387
1033,1457.539001668412
1034,1458.393777368691
1035,1460.68827053542
1036,1461.24544334516
1037,1462.266123265785
1038,1463.286891190427
1039,1464.696903297874
1040,1465.889557614085
1041,1466.505621107888
1042,1467.703989586071
1043,1469.34764987827
1044,1470.966589127167
1045,1471.388764527106
1046,1473.020132324186
1047,1473.745649185747
1048,1474.203221565698
1049,1476.092127038241
1050,1477.4351911475
1051,1478.441395973413
1052,1479.759918706493
1053,1480.766879017982
1054,1481.964684209802
1055,1483.032959958071
1056,1484.143580881755
1057,1484.817883231203
1058,1486.171349027557
1059,1488.116337976227
1060,1489.25246694643
1061,1489.970892204679
1062,1490.670693814603
1063,1492.180090544017
1064,1493.33083542127
1065,1494.15536861369
1066,1495.768832978941
1067,1497.06550557171
1068,1497.747360933121
1069,1499.64082474662
1070,1500.351951516604
1071,1501.119324922131
1072,1502.346063292399
1073,1503.090933126681
1074,1505.261529654669
1075,1506.152986138113
1076,1507.407505163831
1077,1508.253031029542
1078,1509.280419363223
1079,1510.391797446471
1080,1511.923005459002
1081,1512.589764705458
1082,1513.589765539921
1083,1515.708343586874
1084,1516.43598971876
1085,1517.71980625413
1086,1518.414791487254
1087,1519.741009493907
1088,1520.273622220356
1089,1521.901909065461
1090,1523.486047149259
1091,1524.724892160622
1092,1525.227837233792
1093,1526.552311910389
1094,1528.040930429298
1095,1529.034456728701
1096,1529.369975365194
1097,1531.020742970222
1098,1532.22232693939
1099,1533.886977913202
1100,1535.042277471206
1101,1535.769502395249
1102,1536.620701824034
1103,1537.651062167945
1104,1539.302854855582
1105,1540.030270139502
1106,1541.74224876279
1107,1542.496522922766
1108,1544.118670054518
1109,1544.83460822752
1110,1546.091197786312
1111,1547.297581121408
1112,1547.80656380186
1113,1548.871348178725
1114,1551.273845326406
1115,1552.006872837669
1116,1552.736105329806
1117,1554.156519109658
1118,1554.921285164992
1119,1556.16298749755
1120,1557.394507017692
1121,1558.339152852352
1122,1559.781154390709
1123,1560.876475777809
1124,1562.410153180196
1125,1563.385400958496
1126,1564.177940460433
1127,1564.91578826226
1128,1566.266415601552
1129,1567.623450717218
1130,1569.02247780437
1131,1570.509277866921
1132,1571.045381485537
1133,1571.845352088046
1134,1573.806563330271
1135,1574.230915429863
1136,1575.638154952017
1137,1576.161352363424
1138,1578.118826945783
1139,1579.514055067741
1140,1580.372081625472
1141,1581.363551773002
1142,1582.329486944147
1143,1583.394693435421
1144,1584.234848066376
1145,1586.293210750338
1146,1587.004342107041
1147,1588.163404028908
1148,1589.357945949557
1149,1590.835904321397
1150,1591.293884373572
1151,1592.637167039231
1152,1593.584808188862
1153,1594.442689655691
1154,1596.484492409655
1155,1597.715895944423
1156,1598.420798549671
1157,1599.619348950464
1158,1600.048044903407
1159,1601.911946228582
1160,1602.815404793727
1161,1603.655202996124
1162,1605.521646646623
1163,1606.293418126574
1164,1607.556905211984
1165,1608.83629530501
1166,1610.003264190039
1167,1610.253823162573
1168,1611.437141269555
1169,1613.078855451029
1170,1614.710627852165
1171,1615.57460871897
1172,1616.398394841583
1173,1617.734684840985
1174,1618.537517831978
1175,1619.952501261128
1176,1620.774310821389
1177,1622.098751698023
1178,1622.977767699476
1179,1625.021856657963
1180,1625.987020163622
1181,1626.399919311637
1182,1627.755441276317
1183,1628.715316856763
1184,1629.658668954948
1185,1631.194814551515
1186,1632.798183570709
1187,1633.512516889737
1188,1634.516822662067
1189,1635.718366326214
1190,1637.089190173371
1191,1637.994643586012
1192,1638.599658304214
1193,1639.82123572983
1194,1641.899819008504
1195,1642.489779822382
1196,1644.152065959738
1197,1644.713745774667
1198,1645.57376036277
1199,1646.624866593179
1200,1648.270598222532
1201,1649.11853540924
1202,1650.416988983048
1203,1651.732693341396
1204,1652.671065899601
1205,1654.205896759371
1206,1654.726652393322
1207,1655.822775676772
1208,1657.114236399763
1209,1657.567101179322
1210,1660.019980337999
1211,1660.860056833301
1212,1661.836892884097
1213,1662.377202549282
1214,1664.05726541811
1215,1664.968004486364
1216,1665.877640414483
1217,1667.24112505171
1218,1668.368229327402
1219,1669.669728452399
1220,1671.047182433303
1221,1671.984259333727
1222,1672.963370830781
1223,1673.687445333907
1224,1674.648462097012
1225,1676.362486323949
1226,1677.69122714153
1227,1678.630368091064
1228,1680.077946716809
1229,1680.504770112847
1230,1681.812320174266
1231,1683.273289260663
1232,1684.171656837065
1233,1684.558863252535
1234,1686.421121947841
1235,1688.080142693177
1236,1688.933868509785
1237,1689.70315425618
1238,1691.051559916893
1239,1691.515192892035
1240,1693.053020930197
1241,1694.017564652608
1242,1695.832554474187
1243,1696.654997439786
1244,1697.342514286564
1245,1699.229547187643
1246,1699.966817266864
1247,1700.820303245006
1248,1701.825550997047
1249,1702.923249764491
1250,1704.29141242668
1251,1706.25603243156
1252,1706.615665035026
1253,1707.912312493324
1254,1708.512116178403
1255,1709.780842298582
1256,1711.137603258593
1257,1712.155397654323
1258,1713.055341727513
1259,1714.717145255494
1260,1715.825283039821
1261,1716.769983717395
1262,1717.974485066158
1263,1718.954152498584
1264,1719.724469321831
1265,1720.498070947586
1266,1722.844661739916
1267,1723.53282263126
1268,1724.733958737658
1269,1725.638628019972
1270,1726.605700739885
1271,1728.166506760966
1272,1728.644486480372
1273,1730.02387254478
1274,1731.014193761857
1275,1732.430169859257
1276,1733.84082502143
1277,1735.175466021101
1278,1735.624715342868
1279,1736.305662733238
1280,1737.893884786929
1281,1738.783237588816
1282,1740.169115680141
1283,1741.779167808727
1284,1742.467680720782
1285,1743.426436858722
1286,1744.7215119377
1287,1746.097498595633
1288,1746.595456627128
1289,1747.781695527753
1290,1748.56398738108
1291,1750.822818489839
1292,1751.617794946251
1293,1752.511511140666
1294,1753.661355243139
1295,1754.763369874251
1296,1755.169694068143
1297,1757.046518460723
1298,1757.984077032818
1299,1759.240085646682
1300,1760.215166242758
1301,1761.854899938728
1302,1762.497688870665
1303,1763.719121496287
1304,1764.591476849092
1305,1765.400493991784
1306,1766.676243599478
1307,1768.295971136341
1308,1769.940952051636
1309,1770.243677312198
1310,1771.212944983546
1311,1772.328000363591
1312,1773.894915510704
1313,1774.660430990024
1314,1775.341987573747
1315,1777.25586022406
1316,1778.041734762249
1317,1779.552270809177
1318,1780.665228493
1319,1781.355637722819
1320,1782.439067320021
1321,1783.084829519946
1322,1784.607946396613
1323,1786.342201179342
1324,1787.049273086816
1325,1788.215123479635
1326,1789.242179963685
1327,1790.449562369784
1328,1791.254409818795
1329,1792.616102735198
1330,1793.52539065241
1331,1794.178482007256
1332,1796.465140537431
1333,1797.376335671137
1334,1798.147067458076
1335,1799.231647209738
1336,1800.024724019739
1337,1801.309636945288
1338,1802.30128349145
1339,1803.796843813365
1340,1804.904160974812
1341,1806.289667019499
1342,1806.578391750965
1343,1808.714431865474
1344,1809.119273788287
1345,1810.108892987986
1346,1810.873719158854
1347,1812.420077002105
1348,1814.024140347616
1349,1814.973082363496
1350,1816.338611219675
1351,1816.75802336535
1352,1817.710608563342
1353,1819.260334099488
1354,1820.187882186808
1355,1821.305708365201
1356,1822.427671440303
1357,1823.766265895774
1358,1825.213676893014
1359,1825.915683614928
1360,1826.795455271493
1361,1828.211270499973
1362,1828.621091758031
1363,1829.83252970994
1364,1831.936379901811
1365,1832.984940243731
1366,1833.27323903273
1367,1834.721559748608
1368,1835.883754437693
1369,1836.827672515957
1370,1838.086943305644
1371,1838.640288707651
1372,1840.195563473357
1373,1841.478582570644
1374,1842.875955278667
1375,1843.771057743068
1376,1844.759043650096
1377,1845.417534146424
1378,1846.353253420516
1379,1848.330980622384
1380,1848.72276091089
1381,1850.601184047651
1382,1851.40036199459
1383,1852.342204733386
1384,1853.519342920989
1385,1854.855632115989
1386,1855.592934937056
1387,1856.389179153524
1388,1857.49807481488
1389,1859.495271568794
1390,1860.541388109336
1391,1861.379671547233
1392,1862.121464928942
1393,1863.425464845093
1394,1864.353981335746
1395,1865.367433794058
1396,1866.836547018608
1397,1868.085190998609
1398,1868.706745684408
1399,1870.421471768308
1400,1871.416043098407
1401,1872.441566428192
1402,1872.865667637968
1403,1874.50836141266
1404,1874.913774010039
1405,1877.09506416734
1406,1878.022251482754
1407,1879.153303090461
1408,1880.082325418994
1409,1880.611766479661
1410,1882.321974797385
1411,1883.408724269518
1412,1884.005778349667
1413,1885.198075130258
1414,1887.05389480689
1415,1887.808841416831
1416,1888.938182636583
1417,1890.348128614243
1418,1890.612128587933
1419,1891.678510539729
1420,1892.867701335791
1421,1894.558537572429
